1,8,31,8
1,9,34,8
1,9,36,8
1,9,35,8
1,9,35,8
1,9,36,8
1,9,36,8
1,9,34,8
1,8,31,0
1,9,36,0
1,9,36,0
1,9,33,0
1,7,28,0
1,5,21,0
1,2,9,0
1,1,3,8
1,4,16,8
1,7,25,8
1,4,15,6
1,3,13,8
2,0,3,8
2,0,7,8
1,3,12,8
2,0,3,8
2,0,6,8
1,3,12,8
1,8,32,8
1,5,21,8
1,8,31,8
1,8,32,8
1,7,28,8
1,3,12,8
2,0,8,8
1,6,22,8
1,4,16,8
1,3,14,8
1,6,25,8
1,9,36,8
1,9,36,8
1,9,36,8
1,9,34,12
1,9,35,12
1,9,36,12
1,9,35,12
1,9,33,12
1,8,31,12
1,9,36,8
1,9,36,8
1,9,36,8
1,9,35,8
1,9,36,8
1,9,35,8
1,9,34,8
1,9,35,8
1,9,35,8
1,9,36,8
1,9,36,8
1,6,24,8
2,0,4,8
1,7,27,8
1,8,31,8
1,6,22,8
1,8,32,8
1,9,34,8
1,9,36,16
1,9,36,8
1,9,36,8
1,7,28,8
1,8,30,0
1,9,36,0
1,9,34,0
1,9,33,0
1,7,28,0
1,5,19,0
1,3,12,0
2,0,3,0
1,1,4,8
1,7,29,8
1,9,35,8
1,8,32,6
1,8,33,6
1,7,26,8
1,5,18,8
2,0,6,8
1,2,8,8
2,0,8,8
1,5,20,8
1,4,16,8
1,9,34,8
1,4,16,8
1,4,14,8
2,0,7,8
1,4,16,8
1,3,13,8
1,5,18,8
1,9,36,8
1,9,36,8
1,9,36,8
1,9,34,8
1,9,33,8
1,8,32,8
1,9,35,8
1,9,34,12
1,9,35,12
1,9,36,12
1,9,36,12
1,9,35,12
1,8,31,12
1,8,30,8
1,9,36,8
1,9,34,8
1,9,35,8
1,9,35,8
1,9,34,8
1,7,26,8
1,9,36,8
1,9,34,8
1,8,32,8
1,9,34,8
1,9,35,8
1,9,34,8
1,9,35,8
1,9,33,8
1,4,16,8
1,8,32,16
1,9,35,16
1,9,36,16
1,9,36,16
1,9,35,16
1,8,33,16
1,9,35,0
1,9,35,0
1,9,36,0
1,9,35,0
1,9,35,0
1,5,18,0
1,5,20,0
1,3,10,0
1,1,2,8
1,7,26,8
1,8,30,6
1,7,28,6
1,8,31,6
1,8,32,8
1,7,27,8
1,7,28,8
1,1,5,8
2,0,5,8
2,0,3,8
1,5,18,5
1,7,26,5
1,9,34,8
1,5,21,8
1,9,33,8
1,8,32,8
1,7,28,8
1,7,27,4
1,8,29,4
1,8,33,8
1,9,35,8
1,9,35,8
1,9,35,8
1,9,34,8
1,9,35,8
1,7,28,8
1,8,31,12
1,9,35,12
1,9,35,12
1,9,36,12
1,9,35,12
1,9,35,8
1,8,30,8
1,9,35,8
1,9,34,8
1,9,36,8
1,9,34,8
1,6,23,8
1,7,29,8
1,9,35,8
1,8,31,8
1,5,20,8
1,7,28,8
1,9,35,8
1,9,36,8
1,9,34,16
1,9,35,16
1,5,18,16
1,9,35,16
1,9,36,16
1,9,36,16
1,9,36,16
1,9,36,16
1,7,29,16
1,8,33,0
1,9,34,0
1,9,36,0
1,9,35,0
1,6,25,0
1,5,20,0
1,6,22,0
1,5,18,0
1,0,1,8
1,8,29,8
1,9,33,6
1,7,28,6
1,8,30,6
1,7,26,6
1,7,27,8
1,7,26,8
1,9,36,8
1,8,33,8
2,0,0,8
2,0,4,8
1,4,16,8
1,8,32,8
1,8,32,8
1,9,35,8
1,9,34,8
1,6,24,8
1,9,33,4
1,8,30,4
1,9,36,9
1,9,35,8
1,9,36,8
1,9,33,8
1,8,33,8
1,9,35,8
1,9,34,8
1,7,28,12
1,9,35,12
1,9,33,12
1,9,35,12
1,9,35,8
1,9,36,9
1,9,34,8
1,6,24,8
1,9,36,9
1,9,34,8
1,6,24,8
1,6,24,8
1,9,36,16
1,9,34,8
1,7,26,8
1,6,24,8
1,6,25,16
1,9,35,16
1,9,36,16
1,9,36,16
1,9,34,16
1,6,22,16
1,9,34,16
1,9,36,16
1,9,36,16
1,9,35,16
1,7,28,16
1,7,29,16
1,9,36,0
1,9,36,0
1,9,35,0
1,9,36,0
1,8,30,0
1,6,24,0
1,3,11,0
1,2,8,8
1,9,35,8
1,6,24,6
1,6,22,6
1,7,29,6
1,6,24,6
1,5,19,8
1,9,35,8
1,9,35,8
1,9,35,8
1,6,24,8
2,0,6,8
2,0,3,8
1,4,16,8
1,3,12,8
1,7,27,8
1,6,25,8
1,8,32,8
1,7,28,8
1,9,35,4
1,7,28,8
1,9,36,9
1,8,31,8
1,8,32,8
1,8,32,8
1,8,32,8
1,9,36,8
1,8,33,8
1,6,24,8
1,9,35,8
1,9,35,13
1,8,29,13
1,9,35,9
1,9,35,9
1,9,34,9
1,7,27,9
1,9,36,9
1,7,29,8
1,6,25,8
1,9,35,9
1,9,36,16
1,8,30,8
1,5,19,8
1,6,24,8
1,8,33,16
1,9,36,16
1,9,36,16
1,9,36,16
1,9,36,16
1,6,22,16
1,9,36,16
1,9,35,16
1,7,28,16
1,7,29,16
1,9,36,0
1,9,35,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,35,0
1,9,34,0
1,9,34,0
1,7,28,0
1,6,22,0
1,4,17,0
2,0,3,0
1,6,24,8
1,9,34,8
1,6,24,6
1,6,25,6
1,7,28,6
1,6,22,6
1,6,24,8
1,8,32,8
1,9,35,8
1,8,32,8
1,7,28,8
2,0,7,8
2,0,8,8
1,4,15,8
1,3,10,8
1,9,36,8
1,8,32,8
1,8,31,8
1,6,23,8
1,8,31,8
1,7,28,8
1,9,36,9
1,8,33,8
1,9,36,8
1,9,35,8
1,8,33,8
1,8,31,8
1,7,27,8
1,7,26,8
1,9,33,8
1,9,34,13
1,8,30,8
1,9,36,9
1,9,36,9
1,9,35,9
1,7,28,9
1,9,36,9
1,9,34,9
1,9,35,9
1,7,28,16
1,7,27,16
1,7,26,16
1,7,29,16
1,6,25,16
1,9,36,16
1,8,31,16
1,9,35,16
1,9,35,16
1,8,33,16
1,5,20,16
1,9,35,16
1,9,33,16
1,9,35,16
1,9,36,0
1,9,36,0
1,9,36,0
1,9,34,0
1,9,36,0
1,9,36,0
1,9,36,0
1,8,32,0
1,9,33,0
1,7,28,0
2,0,6,0
1,3,12,0
2,0,2,0
1,3,13,8
1,8,31,8
1,5,20,6
1,5,20,8
1,5,21,6
1,3,13,6
1,9,36,8
1,8,32,8
1,9,36,8
1,9,33,8
1,6,23,8
1,5,19,8
1,6,23,8
2,0,7,8
1,4,16,8
1,8,32,8
1,9,35,8
1,8,31,8
1,7,28,8
1,9,35,9
1,8,32,9
1,9,36,9
1,8,32,8
1,9,35,8
1,9,35,8
1,9,35,8
1,9,34,8
1,6,23,8
1,5,20,8
1,7,29,8
1,9,34,8
1,7,26,8
1,8,33,9
1,9,35,9
1,9,36,9
1,8,31,9
1,9,35,9
1,6,23,9
1,7,26,9
1,5,19,16
1,7,26,16
1,7,26,16
1,8,31,16
1,6,24,16
1,9,34,16
1,7,26,16
1,9,34,16
1,9,34,16
1,8,31,16
1,6,25,16
1,7,28,16
1,5,20,16
1,8,32,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,35,0
1,9,35,0
1,8,31,0
1,9,36,0
1,9,36,0
1,5,20,0
2,0,5,0
2,0,7,0
1,2,7,8
1,8,31,8
1,7,28,8
1,4,16,6
1,4,14,8
1,5,20,8
1,6,23,8
1,4,16,8
1,9,35,8
1,8,32,8
1,9,36,8
1,9,36,8
1,6,25,8
1,8,30,8
1,4,15,8
1,4,17,8
1,8,30,8
1,8,30,8
1,8,33,1
1,8,31,8
1,9,35,9
1,9,36,9
1,9,35,9
1,9,34,9
1,8,32,9
1,9,36,9
1,9,36,9
1,9,36,9
1,9,35,8
1,7,27,8
1,6,21,9
1,6,22,8
1,8,32,9
1,8,30,9
1,7,26,9
1,7,26,9
1,7,28,9
1,7,29,9
1,5,19,9
1,5,21,9
1,9,34,16
1,8,31,16
1,3,13,16
1,7,28,16
1,6,24,16
1,7,26,16
1,9,36,16
1,9,36,16
1,9,36,16
1,9,34,16
1,8,29,16
1,3,12,16
1,8,32,16
1,9,35,0
1,8,33,0
1,8,32,0
1,9,34,0
1,9,35,0
1,9,36,0
1,9,35,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,35,0
1,7,28,0
1,4,17,0
1,5,20,0
2,0,2,0
2,0,0,8
1,5,18,8
1,9,34,8
1,8,32,8
1,5,20,6
1,4,15,6
2,0,8,6
1,5,21,8
1,5,20,8
1,6,25,8
1,7,28,8
1,9,36,8
1,9,36,8
1,9,33,8
1,6,23,8
1,7,28,8
2,0,7,8
1,4,15,8
1,8,32,8
1,9,34,8
1,9,34,8
1,9,34,8
1,9,36,9
1,9,33,9
1,8,30,9
1,6,25,9
1,7,26,9
1,9,36,9
1,9,36,9
1,9,35,9
1,9,36,9
1,7,27,9
1,7,27,9
1,3,12,9
1,7,26,9
1,8,31,9
1,4,16,9
1,4,17,9
1,5,21,9
1,4,15,9
1,6,24,9
1,9,35,16
1,8,31,16
1,9,35,16
1,3,13,16
1,7,29,16
1,4,16,16
1,8,30,16
1,9,35,16
1,9,36,16
1,9,36,16
1,9,36,16
1,6,25,16
1,7,26,16
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,35,0
1,9,35,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,8,29,0
1,7,29,0
1,5,18,0
2,0,4,0
1,2,9,8
1,9,35,8
1,6,23,3
1,6,22,3
1,5,18,8
1,5,18,8
1,3,10,8
1,7,26,8
1,6,22,8
1,4,17,8
1,8,33,8
1,8,33,8
1,9,33,8
1,9,36,8
1,4,17,8
1,7,28,8
1,6,25,8
1,6,24,8
1,7,28,8
1,8,31,8
1,8,31,8
1,9,34,9
1,9,35,9
1,8,31,9
1,7,26,9
1,7,27,9
1,8,31,9
1,9,36,9
1,9,36,9
1,9,34,9
1,8,30,9
1,8,30,9
1,5,18,9
1,7,29,9
1,6,25,9
1,8,30,16
1,9,34,16
1,9,35,16
1,9,33,16
1,9,34,16
1,9,36,16
1,9,36,16
1,9,36,16
1,4,14,16
1,4,15,16
1,6,23,16
1,7,28,16
1,9,35,16
1,9,35,16
1,9,36,16
1,9,35,16
1,5,20,16
1,8,31,0
1,8,32,0
1,8,32,0
1,9,34,0
1,9,34,0
1,8,32,0
1,9,35,0
1,9,35,0
1,9,36,0
1,9,35,0
1,8,32,0
1,8,32,0
1,8,32,0
1,9,34,0
1,8,30,0
1,5,20,0
1,3,12,0
1,2,9,0
1,4,16,0
1,5,19,8
1,7,28,8
1,6,23,8
1,6,23,8
1,5,20,8
1,5,18,8
1,3,11,8
1,7,27,8
2,0,8,8
1,4,15,8
1,4,17,8
1,5,19,8
1,7,29,8
1,6,25,8
1,7,27,8
1,8,32,8
1,5,19,0
1,8,31,8
1,7,29,8
1,8,31,8
1,8,30,8
1,7,27,8
1,9,35,9
1,9,36,0
1,9,36,0
1,6,23,9
1,4,17,9
1,6,24,9
1,9,35,9
1,9,33,9
1,8,33,9
1,7,28,9
1,5,20,16
1,7,27,16
1,8,30,16
1,9,36,16
1,6,24,16
1,5,19,16
1,6,25,16
1,9,33,16
1,9,33,16
1,9,36,16
1,9,35,16
1,9,34,16
1,5,19,16
1,5,20,16
1,7,27,0
1,9,34,0
1,9,34,16
1,9,36,16
1,9,35,16
1,7,29,16
1,5,21,16
1,9,33,0
1,9,36,0
1,9,35,0
1,8,30,0
1,8,33,0
1,8,31,0
1,9,34,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,35,0
1,8,29,0
1,6,22,0
1,5,18,0
1,6,24,0
1,4,14,0
2,0,5,0
2,0,0,8
1,6,23,8
1,6,25,8
1,5,18,8
1,5,18,8
1,5,20,8
1,5,18,8
1,3,12,8
1,6,23,8
2,0,5,8
1,5,20,8
1,4,14,8
1,7,28,8
1,9,35,8
1,7,29,8
1,6,25,8
1,9,34,0
1,5,19,0
1,8,33,0
1,9,33,0
1,8,33,8
1,6,23,8
1,8,30,0
1,9,35,0
1,9,35,0
1,9,33,0
1,7,27,0
1,7,27,9
1,8,30,9
1,9,35,9
1,7,26,9
1,5,20,9
1,4,15,9
1,6,24,16
1,8,31,16
1,9,35,16
1,9,35,16
1,7,28,16
1,6,25,16
1,5,20,16
1,9,35,16
1,8,31,16
1,9,36,16
1,9,34,16
1,6,25,16
1,7,28,16
1,9,34,0
1,9,36,0
1,9,34,0
1,8,32,16
1,9,34,16
1,7,27,16
1,6,24,16
1,8,32,0
1,8,32,0
1,9,36,0
1,9,36,0
1,9,34,0
1,9,34,0
1,8,32,0
1,9,34,0
1,9,35,0
1,9,36,0
1,9,36,0
1,9,35,0
1,9,35,0
1,9,36,0
1,9,36,0
1,7,29,0
1,8,31,0
1,7,26,0
1,7,27,0
1,6,24,0
1,3,11,0
2,0,1,0
1,0,2,8
1,7,26,8
1,8,30,8
1,6,23,2
1,4,17,8
1,6,25,8
1,5,19,8
1,3,12,8
1,3,13,8
1,3,11,8
1,7,26,0
1,4,17,0
1,5,19,0
1,6,24,0
1,4,15,0
1,5,21,0
1,7,26,0
1,4,17,0
1,8,32,0
1,8,30,0
1,7,27,0
1,7,28,0
1,9,36,0
1,9,35,0
1,9,36,0
1,9,35,0
1,9,34,0
1,9,36,0
1,9,36,0
1,9,35,0
1,8,33,16
1,4,15,16
1,7,26,16
1,9,33,16
1,9,35,16
1,9,35,16
1,9,36,16
1,8,33,16
1,5,21,16
1,8,32,16
1,7,26,16
1,8,32,16
1,7,28,16
1,6,24,16
1,7,27,0
1,9,33,0
1,8,30,0
1,7,26,0
1,5,18,0
1,7,26,16
1,6,23,16
1,9,35,0
1,9,35,0
1,9,34,0
1,9,33,0
1,9,35,0
1,8,32,0
1,9,34,0
1,8,32,0
1,7,26,0
1,5,20,0
1,8,32,0
1,9,36,0
1,9,35,0
1,8,32,0
1,9,35,0
1,8,32,0
1,8,30,0
1,9,36,0
1,7,26,0
1,8,30,0
1,9,35,0
1,6,24,0
1,5,19,0
1,1,5,8
1,7,28,8
1,8,30,8
1,6,24,2
2,0,9,2
2,0,8,8
1,6,24,8
1,3,12,8
1,4,15,8
1,5,20,8
1,7,29,0
1,4,15,0
1,6,22,0
1,9,34,0
1,9,35,0
1,7,26,0
1,4,17,0
1,4,15,0
2,0,9,0
1,6,24,0
1,8,31,0
1,4,14,0
2,0,3,0
1,3,13,0
1,7,27,0
1,9,36,0
1,9,35,0
1,9,36,0
1,9,36,0
1,9,35,0
1,9,35,0
1,9,36,0
1,9,35,0
1,8,30,16
1,7,27,16
1,6,24,16
1,7,27,16
1,8,31,16
1,8,31,16
1,9,36,16
1,9,35,16
1,9,36,16
1,9,35,16
1,7,29,16
1,8,31,16
1,4,14,16
1,8,30,0
1,8,33,0
1,8,31,0
1,9,35,0
1,5,21,0
1,8,31,0
1,3,10,16
1,8,32,0
1,9,36,0
1,9,34,0
1,8,33,0
1,7,29,0
1,6,24,0
1,7,26,0
1,8,30,0
1,8,32,0
1,9,35,0
1,8,32,0
1,9,35,0
1,9,36,0
1,9,36,0
1,9,33,0
1,9,35,0
1,8,31,0
1,9,36,0
1,9,36,0
1,9,35,0
1,7,27,0
1,8,33,0
1,7,28,0
1,8,29,0
1,4,15,0
2,0,0,8
1,4,15,8
1,9,34,8
1,7,27,11
1,4,14,2
2,0,8,2
2,0,4,2
2,0,2,8
2,0,4,8
1,3,12,8
1,6,23,8
1,6,25,0
1,8,31,0
1,6,24,0
1,7,29,0
1,9,34,0
1,9,34,0
1,7,27,0
1,5,19,0
1,7,28,0
1,4,16,0
1,6,23,0
1,9,35,0
1,4,15,0
1,5,18,0
1,8,32,0
1,9,36,0
1,9,35,0
1,8,31,0
1,9,36,0
1,9,36,0
1,9,35,0
1,9,36,0
1,9,35,0
1,8,31,0
1,8,31,0
1,6,23,16
1,6,24,16
1,5,21,16
1,7,28,16
1,9,34,16
1,9,35,16
1,9,36,16
1,9,34,16
1,8,33,16
1,7,27,16
1,8,31,0
1,7,26,0
1,8,31,0
1,9,35,0
1,9,35,0
1,8,32,0
1,6,23,0
1,8,29,0
1,8,29,0
1,9,34,0
1,9,36,0
1,9,36,0
1,9,35,0
1,9,33,0
1,9,34,0
1,8,30,0
1,7,27,0
1,8,30,0
1,9,36,0
1,9,36,0
1,9,34,0
1,9,34,0
1,9,35,0
1,9,34,0
1,9,35,0
1,8,32,0
1,9,36,0
1,9,36,0
1,9,34,0
1,9,34,0
1,7,28,0
1,8,32,0
1,9,34,0
1,6,23,0
2,0,4,0
1,1,5,8
1,1,3,8
1,6,24,8
1,8,31,8
1,5,21,11
1,5,20,11
1,3,12,2
1,3,14,8
1,3,13,8
1,3,13,8
1,5,19,0
1,6,24,0
1,8,32,0
1,7,26,0
1,9,33,0
1,5,20,0
1,8,32,0
1,7,27,0
1,6,22,0
1,5,21,0
1,5,21,0
1,6,22,0
1,5,19,0
1,7,27,0
1,9,33,0
1,4,16,0
1,7,29,0
1,9,35,0
1,9,36,0
1,8,32,0
1,8,32,0
1,7,28,0
1,9,36,0
1,8,32,0
1,9,36,0
1,9,35,0
1,9,34,0
1,8,33,0
1,9,34,0
1,6,24,16
1,8,30,16
1,5,19,16
1,3,12,16
1,6,25,16
1,9,34,16
1,8,29,16
1,9,34,16
1,8,32,0
1,6,23,0
1,5,19,0
1,9,36,0
1,9,36,0
1,9,34,0
1,9,35,0
1,9,33,0
1,6,22,0
1,9,35,0
1,8,31,0
1,9,34,0
1,8,32,0
1,8,31,0
1,9,36,0
1,9,34,0
1,8,31,0
1,5,18,0
1,7,27,0
1,7,27,0
1,8,31,0
1,8,32,0
1,9,34,0
1,9,36,0
1,9,36,0
1,8,31,0
1,9,36,0
1,9,36,0
1,9,36,0
1,8,33,0
1,9,34,0
1,7,26,0
1,9,36,0
1,9,34,0
1,8,30,0
1,3,12,0
2,0,0,0
2,0,6,8
1,5,20,8
1,7,27,11
1,4,15,11
1,4,17,11
1,5,19,11
2,0,7,8
1,3,13,0
1,3,13,0
1,5,21,0
1,8,31,0
1,9,35,0
1,8,31,0
1,7,27,0
1,7,29,0
1,4,17,0
1,9,35,0
1,7,28,0
1,8,32,0
1,7,27,0
1,3,13,0
1,5,19,0
1,6,24,0
1,6,24,0
1,6,22,0
1,4,17,0
1,7,29,0
1,9,35,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,33,0
1,8,33,0
1,9,35,0
1,8,32,0
1,7,29,0
1,9,36,0
1,9,36,0
1,9,34,0
1,8,33,0
1,4,15,16
1,3,11,16
1,2,9,0
2,0,8,0
1,8,30,0
1,5,19,0
1,4,16,0
1,3,13,0
1,4,15,0
1,8,33,0
1,9,35,0
1,9,36,0
1,9,35,0
1,9,35,0
1,8,30,0
1,8,32,0
1,9,35,0
1,9,35,0
1,9,34,0
1,9,34,0
1,8,30,0
1,9,35,0
1,9,34,0
1,9,33,0
1,5,21,0
1,7,29,0
1,9,34,0
1,7,29,0
1,9,35,0
1,9,36,0
1,9,36,0
1,9,35,0
1,9,34,0
1,9,35,0
1,9,36,0
1,9,36,0
1,9,34,0
1,8,33,0
1,8,31,0
1,9,36,0
1,8,32,0
1,8,33,0
1,5,21,0
2,0,6,0
1,3,11,8
1,5,18,11
1,3,12,11
1,4,16,11
1,3,12,11
1,7,27,11
1,3,10,8
1,6,23,0
1,7,26,0
1,5,20,0
1,8,32,0
1,8,30,0
1,6,23,0
1,7,27,0
1,6,25,0
1,6,24,0
1,9,34,0
1,9,35,0
1,8,33,0
1,7,28,0
1,4,16,0
1,7,28,0
1,5,19,0
1,4,15,0
1,5,19,0
1,9,35,0
1,9,36,0
1,8,33,0
1,9,36,0
1,9,34,0
1,9,36,0
1,7,28,0
1,9,36,0
1,9,34,0
1,7,28,0
1,8,31,0
1,9,36,0
1,9,34,0
1,7,28,0
1,4,15,0
2,0,0,0
2,0,8,0
1,3,10,0
1,7,25,0
1,9,35,0
1,8,30,0
1,5,20,0
1,6,22,0
1,9,34,0
1,8,33,0
1,9,35,0
1,9,34,0
1,8,32,0
1,7,29,0
1,8,31,0
1,8,32,0
1,7,27,0
1,8,32,0
1,7,28,0
1,9,35,0
1,9,36,0
1,9,35,0
1,7,26,0
1,8,33,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,35,0
1,8,33,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,34,0
1,9,33,0
1,9,35,0
1,9,36,0
1,9,34,0
1,8,32,0
1,9,34,0
1,4,17,0
2,0,4,0
1,2,9,8
1,3,11,11
2,0,7,11
2,0,3,8
2,0,5,8
1,4,17,11
1,5,20,8
1,7,26,0
1,6,23,0
1,6,25,0
1,7,27,0
1,4,14,0
2,0,8,0
1,2,9,0
1,6,25,0
1,8,32,0
1,8,33,0
1,9,35,0
1,5,18,0
1,3,10,0
1,6,22,0
1,6,23,0
1,3,13,0
1,7,29,0
1,9,34,0
1,7,28,0
1,9,35,0
1,9,36,0
1,7,26,0
1,8,29,0
1,8,31,0
1,7,27,0
1,7,25,0
1,7,26,0
1,9,35,0
1,9,35,0
1,9,35,0
1,4,16,0
1,2,10,0
1,7,27,0
1,8,31,0
1,9,36,0
1,7,28,0
1,7,29,0
1,9,33,0
1,8,31,0
1,9,34,0
1,9,35,0
1,8,31,0
1,7,28,0
1,8,30,0
1,9,35,0
1,9,35,0
1,9,34,0
1,8,32,0
1,8,30,0
1,7,28,0
1,9,34,0
1,9,35,0
1,5,21,0
1,9,33,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,33,0
1,9,35,0
1,9,35,0
1,9,36,0
1,9,34,0
1,9,35,0
1,9,35,0
1,9,36,0
1,9,35,0
1,9,34,0
1,9,35,0
1,6,23,0
1,2,9,0
2,0,0,0
2,0,2,8
1,4,15,10
1,3,11,10
1,3,10,8
1,4,14,8
1,4,14,8
1,6,25,0
1,5,20,0
1,6,23,0
1,8,30,0
1,6,23,0
1,3,10,0
1,3,13,0
2,0,9,0
1,4,15,0
1,4,16,0
1,7,29,0
1,8,33,0
1,9,34,0
1,6,22,0
2,0,3,0
1,2,8,0
1,7,27,0
1,7,28,0
1,8,31,0
1,9,36,0
1,7,28,0
1,7,28,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,7,28,0
1,4,17,0
1,9,34,0
1,9,35,0
1,8,32,0
1,9,35,0
1,7,29,0
2,0,2,0
1,5,19,0
1,9,33,0
1,9,34,0
1,8,30,0
1,9,36,0
1,8,33,0
1,9,35,0
1,9,36,0
1,9,36,0
1,9,35,0
1,6,22,0
1,8,32,0
1,9,36,0
1,7,28,0
1,8,31,0
1,8,31,0
1,9,36,0
1,8,33,0
1,8,33,0
1,8,30,0
1,7,27,0
1,8,32,0
1,9,35,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,35,0
1,9,35,0
1,9,36,0
1,9,36,0
1,9,36,0
1,9,36,0
1,8,33,0
1,9,36,0
1,9,34,0
1,8,30,0
1,7,26,0
1,8,30,0
1,4,17,0
1,4,16,0
1,3,12,8
2,0,4,8
2,0,5,10
2,0,4,8
1,5,18,0
1,5,19,0
1,6,24,0
1,7,26,0
1,5,20,0
1,3,13,0
1,5,18,0
1,4,18,0
2,0,8,0
1,7,27,0
1,9,33,0
1,6,24,0
2,0,3,0
2,0,8,0
1,7,27,0
1,9,33,0
1,7,28,0
1,9,35,0
1,7,25,0
1,8,32,0
1,9,34,0
1,9,36,0
1,9,36,0
1,9,33,0
1,8,33,0
1,4,17,0
1,8,29,0
1,8,33,0
1,8,32,0
1,9,34,0
