1074214.67404859,2068443.95462902
1076441.68418515,2068443.95462902
1071987.66391203,2066213.49257551
1074214.67404859,2066213.49257551
1076441.68418515,2066213.49257551
1071987.66391203,2063983.03052201
1074214.67404859,2063983.03052201
1076441.68418515,2063983.03052201
1078668.69432172,2063983.03052201
1074214.67404859,2061752.5684685
1076441.68418515,2061752.5684685
1078668.69432172,2061752.5684685
1071987.66391203,2059522.106415
1074214.67404859,2059522.106415
1076441.68418515,2059522.106415
1078668.69432172,2059522.106415
1080895.70445828,2059522.106415
1071987.66391203,2057291.6443615
1074214.67404859,2057291.6443615
1076441.68418515,2057291.6443615
1078668.69432172,2057291.6443615
1080895.70445828,2057291.6443615
1071987.66391203,2055061.18230799
1074214.67404859,2055061.18230799
1076441.68418515,2055061.18230799
1078668.69432172,2055061.18230799
1080895.70445828,2055061.18230799
1083122.71459484,2055061.18230799
1069760.65377546,2052830.72025449
1071987.66391203,2052830.72025449
1074214.67404859,2052830.72025449
1076441.68418515,2052830.72025449
1078668.69432172,2052830.72025449
1080895.70445828,2052830.72025449
1083122.71459484,2052830.72025449
1069760.65377546,2050600.25820098
1071987.66391203,2050600.25820098
1074214.67404859,2050600.25820098
1076441.68418515,2050600.25820098
1078668.69432172,2050600.25820098
1080895.70445828,2050600.25820098
1083122.71459484,2050600.25820098
1065306.63350234,2048369.79614748
1067533.6436389,2048369.79614748
1069760.65377546,2048369.79614748
1071987.66391203,2048369.79614748
1074214.67404859,2048369.79614748
1076441.68418515,2048369.79614748
1078668.69432172,2048369.79614748
1080895.70445828,2048369.79614748
1083122.71459484,2048369.79614748
1085349.7247314,2048369.79614748
1065306.63350234,2046139.33409398
1067533.6436389,2046139.33409398
1069760.65377546,2046139.33409398
1071987.66391203,2046139.33409398
1074214.67404859,2046139.33409398
1076441.68418515,2046139.33409398
1078668.69432172,2046139.33409398
1080895.70445828,2046139.33409398
1083122.71459484,2046139.33409398
1085349.7247314,2046139.33409398
1065306.63350234,2043908.87204047
1067533.6436389,2043908.87204047
1069760.65377546,2043908.87204047
1071987.66391203,2043908.87204047
1074214.67404859,2043908.87204047
1076441.68418515,2043908.87204047
1078668.69432172,2043908.87204047
1080895.70445828,2043908.87204047
1083122.71459484,2043908.87204047
1085349.7247314,2043908.87204047
1087576.73486797,2043908.87204047
1089803.74500453,2043908.87204047
1060852.61322921,2041678.40998697
1063079.62336577,2041678.40998697
1065306.63350234,2041678.40998697
1067533.6436389,2041678.40998697
1069760.65377546,2041678.40998697
1071987.66391203,2041678.40998697
1074214.67404859,2041678.40998697
1076441.68418515,2041678.40998697
1078668.69432172,2041678.40998697
1080895.70445828,2041678.40998697
1083122.71459484,2041678.40998697
1085349.7247314,2041678.40998697
1087576.73486797,2041678.40998697
1089803.74500453,2041678.40998697
991815.298995759,2039447.94793346
1009631.38008826,2039447.94793346
1020766.43077108,2039447.94793346
1022993.44090764,2039447.94793346
1025220.4510442,2039447.94793346
1060852.61322921,2039447.94793346
1063079.62336577,2039447.94793346
1065306.63350234,2039447.94793346
1067533.6436389,2039447.94793346
1069760.65377546,2039447.94793346
1071987.66391203,2039447.94793346
1074214.67404859,2039447.94793346
1076441.68418515,2039447.94793346
1078668.69432172,2039447.94793346
1080895.70445828,2039447.94793346
1083122.71459484,2039447.94793346
1085349.7247314,2039447.94793346
1087576.73486797,2039447.94793346
1089803.74500453,2039447.94793346
973999.217903255,2037217.48587996
976226.228039818,2037217.48587996
978453.238176381,2037217.48587996
980680.248312944,2037217.48587996
982907.258449507,2037217.48587996
985134.26858607,2037217.48587996
987361.278722633,2037217.48587996
989588.288859196,2037217.48587996
991815.298995759,2037217.48587996
994042.309132322,2037217.48587996
996269.319268885,2037217.48587996
998496.329405448,2037217.48587996
1005177.35981514,2037217.48587996
1007404.3699517,2037217.48587996
1009631.38008826,2037217.48587996
1011858.39022483,2037217.48587996
1014085.40036139,2037217.48587996
1016312.41049795,2037217.48587996
1018539.42063451,2037217.48587996
1020766.43077108,2037217.48587996
1022993.44090764,2037217.48587996
1025220.4510442,2037217.48587996
1047490.55240983,2037217.48587996
1051944.57268296,2037217.48587996
1054171.58281952,2037217.48587996
1056398.59295609,2037217.48587996
